Police boundary,Age,Location,Outcome of investigation,Measure,Offence,Relationship of offender to victim,Sex,Ethnicity,Month and year,Value,Flags
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Middle Eastern,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Male,Total ethnicity,October 2014,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Male,Total ethnicity,October 2014,15,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Female,Total ethnicity,October 2014,39,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Male,Total ethnicity,October 2014,21,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Asian,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,European,October 2014,24,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Indian,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,October 2014,42,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,October 2014,6,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,October 2014,24,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,European,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Female,Total ethnicity,October 2014,12,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,October 2014,72,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Female,Total ethnicity,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Male,Total ethnicity,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,European,October 2014,36,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,European,October 2014,24,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Indian,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,October 2014,18,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Maori,October 2014,27,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Maori,October 2014,18,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Total sex,Maori,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Not Elsewhere Classified,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Not Elsewhere Classified,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Not Stated / Inadequately Described,October 2014,24,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Female,Total ethnicity,October 2014,3,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Male,Total ethnicity,October 2014,48,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,October 2014,9,
New Zealand,Ages 10 to 14 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Total ethnicity,October 2014,42,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2014,84,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,October 2014,57,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Male,Total ethnicity,October 2014,36,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,October 2014,78,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Total ethnicity,October 2014,69,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Female,Total ethnicity,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,African,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Asian,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,European,October 2014,27,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,October 2014,30,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,European,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Maori,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Total sex,Maori,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Pacific Island,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,October 2014,12,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Not Stated / Inadequately Described,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Not Stated / Inadequately Described,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Not Stated / Inadequately Described,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Female,Total ethnicity,October 2014,27,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Total ethnicity,October 2014,138,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Female,Total ethnicity,October 2014,45,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Total ethnicity,October 2014,6,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2014,66,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Total ethnicity,October 2014,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,FAMILY MEMBER,Male,Total ethnicity,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,Total ethnicity,October 2014,9,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Abduction and Kidnapping,NO OFFENDER IDENTIFIED,Female,Total ethnicity,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Asian,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Asian,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,European,October 2014,45,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,European,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,European,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NON FAMILY MEMBER,Total sex,European,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Indian,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,FAMILY MEMBER,Total sex,Maori,October 2014,69,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,STRANGER,Total sex,Maori,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Maori,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NO OFFENDER IDENTIFIED,Total sex,Middle Eastern,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,STRANGER,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NOT STATED/INADEQUATELY DESCRIBED,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Assault,NON FAMILY MEMBER,Total sex,Pacific Island,October 2014,3,
New Zealand,Ages 15 to 19 years inclusive,Total location,Total Victimisations,Outcome Of Investigation at 7 Days - Victimisations,Sexual Assault,NO OFFENDER IDENTIFIED,Total sex,Pacific Island,October 2014,6,
